seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
4,100,0.1,1,random,1.0,100,0.0,0,70.5671,0.4648,52.95962037962319,133.1875
4,100,0.1,1,greedy,1.0,100,0.0,0,65.4976,0.3645,47.090963006666506,341.25
4,100,0.1,1,linear_approx,1.0,100,0.0,0,64.4484,0.3492,45.57424157107434,1402.265625
4,100,0.2,3,random,1.0,100,0.0,0,66.6518,0.396,48.79361484093334,131.515625
4,100,0.2,3,greedy,1.0,100,0.0,0,64.4784,0.3538,46.23631679452284,718.375
4,100,0.2,3,linear_approx,1.0,100,0.0,0,63.9746,0.3468,45.431588735903794,1804.171875
4,100,0.4,6,random,1.0,100,0.0,0,64.6044,0.3641,46.405074153572286,99.5
4,100,0.4,6,greedy,1.0,100,0.0,0,64.0436,0.3531,46.029771611729366,1309.40625
4,100,0.4,6,linear_approx,1.0,100,0.0,0,63.4701,0.3472,45.2107989433128,8331.921875
4,100,0.8,12,random,1.0,100,0.0,0,64.2082,0.3594,46.29880433832811,135.484375
4,100,0.8,12,greedy,1.0,100,0.0,0,63.771,0.3525,45.810562746378665,1540.5625
4,100,0.8,12,linear_approx,1.0,100,0.0,0,63.7409,0.3517,45.70999801710252,1621.0625
4,100,0.1,1,random,0.8,80,0.2,20,68.294,0.4149,50.41205405847142,129.953125
4,100,0.1,1,greedy,0.8,80,0.2,20,63.557,0.3501,45.67154665188489,357.953125
4,100,0.1,1,linear_approx,0.8,80,0.2,20,61.9945,0.3382,44.26586529724417,1432.5
4,100,0.1,1,random,0.8,80,0.1,10,69.0061,0.4266,51.03083162752446,129.203125
4,100,0.1,1,greedy,0.8,80,0.1,10,61.9183,0.3252,44.728018996962284,357.984375
4,100,0.1,1,linear_approx,0.8,80,0.1,10,63.6092,0.334,44.44841462279783,1441.96875
4,100,0.1,1,random,0.4,40,0.4,40,70.1272,0.4109,51.62967999201607,128.734375
4,100,0.1,1,greedy,0.4,40,0.4,40,64.612,0.3471,46.17387245980823,358.203125
4,100,0.1,1,linear_approx,0.4,40,0.4,40,63.4365,0.3349,45.18992359753477,1432.375
4,100,0.1,1,random,0.4,40,0.2,20,67.619,0.4137,49.37728456723704,129.75
4,100,0.1,1,greedy,0.4,40,0.2,20,63.4004,0.3288,44.61809115678732,357.8125
4,100,0.1,1,linear_approx,0.4,40,0.2,20,62.8873,0.3322,44.40434245913957,1444.96875
4,100,0.1,1,random,0.4,40,0.1,10,80.718,0.4527,57.664062239707576,128.859375
4,100,0.1,1,greedy,0.4,40,0.1,10,67.899,0.337,47.09092979126935,360.171875
4,100,0.1,1,linear_approx,0.4,40,0.1,10,63.8544,0.3406,45.430886809824656,1431.640625
4,100,0.1,1,random,0.2,20,0.8,80,69.4272,0.3917,49.334507728076616,128.625
4,100,0.1,1,greedy,0.2,20,0.8,80,65.2629,0.3524,46.489702125684424,362.4375
4,100,0.1,1,linear_approx,0.2,20,0.8,80,63.7321,0.3181,44.09088381738427,1443.5
4,100,0.1,1,random,0.2,20,0.4,40,70.3839,0.4051,50.34508762020252,131.1875
4,100,0.1,1,greedy,0.2,20,0.4,40,67.2103,0.379,48.37974315666945,364.140625
4,100,0.1,1,linear_approx,0.2,20,0.4,40,64.281,0.313,43.57179062708201,1444.125
4,100,0.1,1,random,0.2,20,0.2,20,68.5025,0.404,49.52390054534117,130.0
4,100,0.1,1,greedy,0.2,20,0.2,20,65.2432,0.3418,45.2645926671187,367.75
4,100,0.1,1,linear_approx,0.2,20,0.2,20,66.3728,0.3433,46.039449989434324,1460.046875
4,100,0.1,1,random,0.2,20,0.1,10,66.884,0.3838,48.473938195045406,129.6875
4,100,0.1,1,greedy,0.2,20,0.1,10,65.4334,0.3411,46.39365105387903,370.8125
4,100,0.1,1,linear_approx,0.2,20,0.1,10,63.9857,0.3177,43.392729680336615,1450.140625
4,100,0.1,1,random,0.0,0,0.8,80,69.9149,0.4006,51.22660812838751,129.46875
4,100,0.1,1,greedy,0.0,0,0.8,80,66.0612,0.3403,47.350664550969036,369.953125
4,100,0.1,1,linear_approx,0.0,0,0.8,80,60.9421,0.313,43.195589662105604,1438.625
4,100,0.1,1,random,0.0,0,0.4,40,69.5329,0.3867,50.62629844025473,129.0
4,100,0.1,1,greedy,0.0,0,0.4,40,67.1256,0.3415,46.3451104476626,363.03125
4,100,0.1,1,linear_approx,0.0,0,0.4,40,64.5637,0.3386,45.03851709851916,1448.515625
4,100,0.1,1,random,0.0,0,0.2,20,73.9408,0.4,52.47870937396596,128.859375
4,100,0.1,1,greedy,0.0,0,0.2,20,64.3876,0.3326,45.72544053039002,364.453125
4,100,0.1,1,linear_approx,0.0,0,0.2,20,63.1716,0.3149,43.6923094273531,1471.234375
4,100,0.1,1,random,0.0,0,0.1,10,68.2579,0.3837,48.787857445523564,129.921875
4,100,0.1,1,greedy,0.0,0,0.1,10,67.2773,0.3434,47.076982308305844,365.765625
4,100,0.1,1,linear_approx,0.0,0,0.1,10,64.1171,0.3226,44.765487644627484,1330.125
