seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
2,100,0.1,1,random,1.0,100,0.0,0,48.7394,0.4126,37.06451819800403,94.203125
2,100,0.1,1,greedy,1.0,100,0.0,0,41.4071,0.2737,30.194979270503502,213.0
2,100,0.1,1,linear_approx,1.0,100,0.0,0,43.9884,0.3098,33.29399115272692,869.328125
2,100,0.2,2,random,1.0,100,0.0,0,43.9193,0.3316,32.93145503585348,89.84375
2,100,0.2,2,greedy,1.0,100,0.0,0,39.9323,0.2734,29.638714099654717,324.140625
2,100,0.2,2,linear_approx,1.0,100,0.0,0,40.6389,0.2788,30.332721055483923,922.140625
2,100,0.4,5,random,1.0,100,0.0,0,38.9787,0.278,29.37934782920054,95.609375
2,100,0.4,5,greedy,1.0,100,0.0,0,39.9957,0.2662,29.53345730157812,606.25
2,100,0.4,5,linear_approx,1.0,100,0.0,0,38.1779,0.2594,28.23247045513367,2236.328125
2,100,0.8,11,random,1.0,100,0.0,0,37.9035,0.2547,27.85002238409106,99.125
2,100,0.8,11,greedy,1.0,100,0.0,0,37.1703,0.2426,27.34471230088253,935.21875
2,100,0.8,11,linear_approx,1.0,100,0.0,0,36.923,0.2429,27.384571727797876,1008.734375
2,100,0.1,1,random,0.8,80,0.2,20,45.9558,0.4057,35.73054318552235,105.453125
2,100,0.1,1,greedy,0.8,80,0.2,20,38.3964,0.2425,27.621781080253328,241.328125
2,100,0.1,1,linear_approx,0.8,80,0.2,20,41.9055,0.3267,32.22749796710216,962.90625
2,100,0.1,1,random,0.8,80,0.1,10,46.3623,0.3689,34.89232355558052,99.765625
2,100,0.1,1,greedy,0.8,80,0.1,10,40.1063,0.2905,29.00825920452965,239.71875
2,100,0.1,1,linear_approx,0.8,80,0.1,10,41.5654,0.2824,30.354208018163177,962.203125
2,100,0.1,1,random,0.4,40,0.4,40,45.8191,0.3776,35.900646502372574,98.890625
2,100,0.1,1,greedy,0.4,40,0.4,40,39.4847,0.2758,29.775454405396427,238.296875
2,100,0.1,1,linear_approx,0.4,40,0.4,40,40.6772,0.2867,30.44522434391287,973.59375
2,100,0.1,1,random,0.4,40,0.2,20,44.6254,0.3713,34.44518744380041,99.296875
2,100,0.1,1,greedy,0.4,40,0.2,20,45.538,0.3275,33.70856263200287,242.125
2,100,0.1,1,linear_approx,0.4,40,0.2,20,43.455,0.292,31.77645968632466,974.515625
2,100,0.1,1,random,0.4,40,0.1,10,49.2877,0.3396,36.143996070372516,99.21875
2,100,0.1,1,greedy,0.4,40,0.1,10,41.4399,0.2974,30.765490548413855,247.59375
2,100,0.1,1,linear_approx,0.4,40,0.1,10,42.7823,0.2797,30.81047366473423,967.875
2,100,0.1,1,random,0.2,20,0.8,80,43.9507,0.331,33.220384071227386,99.796875
2,100,0.1,1,greedy,0.2,20,0.8,80,39.8026,0.2949,29.805720719922675,239.734375
2,100,0.1,1,linear_approx,0.2,20,0.8,80,38.4435,0.3085,29.19285897773736,964.3125
2,100,0.1,1,random,0.2,20,0.4,40,44.3945,0.3261,32.46526214186864,100.421875
2,100,0.1,1,greedy,0.2,20,0.4,40,38.1973,0.2765,28.57303921879322,240.84375
2,100,0.1,1,linear_approx,0.2,20,0.4,40,41.2325,0.2965,31.044393282102916,969.453125
2,100,0.1,1,random,0.2,20,0.2,20,46.0968,0.3552,35.184600452859776,100.09375
2,100,0.1,1,greedy,0.2,20,0.2,20,44.6669,0.282,32.44172926149477,245.90625
2,100,0.1,1,linear_approx,0.2,20,0.2,20,40.4858,0.3007,30.73020838058648,978.65625
2,100,0.1,1,random,0.2,20,0.1,10,43.8622,0.3572,33.65014968880073,99.90625
2,100,0.1,1,greedy,0.2,20,0.1,10,39.8752,0.2749,29.606735098267364,252.578125
2,100,0.1,1,linear_approx,0.2,20,0.1,10,42.5817,0.2871,31.307516254854345,976.59375
2,100,0.1,1,random,0.0,0,0.8,80,43.1037,0.3345,33.007101306232975,98.3125
2,100,0.1,1,greedy,0.0,0,0.8,80,41.4623,0.265,30.51304750370445,242.796875
2,100,0.1,1,linear_approx,0.0,0,0.8,80,44.5206,0.2946,33.05792660769442,964.171875
2,100,0.1,1,random,0.0,0,0.4,40,45.146,0.3378,34.50869262749109,99.828125
2,100,0.1,1,greedy,0.0,0,0.4,40,39.9421,0.2828,29.954759689019664,245.265625
2,100,0.1,1,linear_approx,0.0,0,0.4,40,42.9622,0.2996,32.05575804691916,972.796875
2,100,0.1,1,random,0.0,0,0.2,20,44.7546,0.3409,34.524827827577845,99.5
2,100,0.1,1,greedy,0.0,0,0.2,20,38.2396,0.2727,29.101968973896255,248.125
2,100,0.1,1,linear_approx,0.0,0,0.2,20,41.4723,0.3084,31.320533530652394,976.6875
2,100,0.1,1,random,0.0,0,0.1,10,43.8796,0.3496,33.851293762360505,99.71875
2,100,0.1,1,greedy,0.0,0,0.1,10,41.6956,0.2792,31.20090266721065,255.921875
2,100,0.1,1,linear_approx,0.0,0,0.1,10,41.1627,0.2848,30.084254956485896,946.1875
