seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
1,100,0.1,1,random,1.0,100,0.0,0,68.1106,0.4357,50.15474718914806,121.96875
1,100,0.1,1,greedy,1.0,100,0.0,0,64.9317,0.3574,46.530275475857735,285.484375
1,100,0.1,1,linear_approx,1.0,100,0.0,0,64.3902,0.3614,46.34862518064418,1180.078125
1,100,0.2,3,random,1.0,100,0.0,0,64.1925,0.3628,46.14896129494479,121.90625
1,100,0.2,3,greedy,1.0,100,0.0,0,63.5498,0.3391,44.83589297750672,659.5
1,100,0.2,3,linear_approx,1.0,100,0.0,0,63.0355,0.3405,44.63199246805214,1790.21875
1,100,0.4,6,random,1.0,100,0.0,0,64.5107,0.3565,45.99848028551226,120.8125
1,100,0.4,6,greedy,1.0,100,0.0,0,63.3874,0.3376,44.66964433723323,1076.1875
1,100,0.4,6,linear_approx,1.0,100,0.0,0,62.449,0.3315,43.88827114736807,6797.671875
1,100,0.8,12,random,1.0,100,0.0,0,63.5346,0.3452,45.01413519862808,123.734375
1,100,0.8,12,greedy,1.0,100,0.0,0,62.7502,0.3324,44.068330680008266,1740.5
1,100,0.8,12,linear_approx,1.0,100,0.0,0,62.7081,0.3333,44.131400896127154,1797.6875
1,100,0.1,1,random,0.8,80,0.2,20,70.1046,0.4214,50.97185512881699,97.125
1,100,0.1,1,greedy,0.8,80,0.2,20,63.0098,0.3524,45.40590931023482,358.78125
1,100,0.1,1,linear_approx,0.8,80,0.2,20,64.131,0.3352,44.9264621624153,1440.3125
1,100,0.1,1,random,0.8,80,0.1,10,66.5294,0.4151,48.762231968481274,126.390625
1,100,0.1,1,greedy,0.8,80,0.1,10,63.3406,0.3364,44.84054006512114,356.828125
1,100,0.1,1,linear_approx,0.8,80,0.1,10,64.0523,0.3455,45.2227289354773,1452.171875
1,100,0.1,1,random,0.4,40,0.4,40,70.7069,0.4187,51.18060554941325,127.015625
1,100,0.1,1,greedy,0.4,40,0.4,40,63.4348,0.3319,44.07730394670957,360.234375
1,100,0.1,1,linear_approx,0.4,40,0.4,40,63.5982,0.3361,44.64070689034512,1441.40625
1,100,0.1,1,random,0.4,40,0.2,20,67.5532,0.387,48.723172861330326,128.171875
1,100,0.1,1,greedy,0.4,40,0.2,20,65.0599,0.346,45.902449125076856,361.453125
1,100,0.1,1,linear_approx,0.4,40,0.2,20,64.3114,0.3263,43.85628995386906,1448.9375
1,100,0.1,1,random,0.4,40,0.1,10,67.4836,0.3912,48.56440233236663,127.328125
1,100,0.1,1,greedy,0.4,40,0.1,10,62.634,0.3283,44.38930356653648,365.125
1,100,0.1,1,linear_approx,0.4,40,0.1,10,62.0135,0.3307,44.062724461734085,1455.328125
1,100,0.1,1,random,0.2,20,0.8,80,72.6687,0.4221,53.18663299497809,127.703125
1,100,0.1,1,greedy,0.2,20,0.8,80,63.1738,0.3222,43.96109163486536,356.28125
1,100,0.1,1,linear_approx,0.2,20,0.8,80,63.7935,0.3139,43.626695259559526,1443.34375
1,100,0.1,1,random,0.2,20,0.4,40,70.2478,0.3842,49.01025800624467,128.546875
1,100,0.1,1,greedy,0.2,20,0.4,40,65.9912,0.3579,46.951736759480006,360.984375
1,100,0.1,1,linear_approx,0.2,20,0.4,40,65.9674,0.3292,45.13708511754767,1457.40625
1,100,0.1,1,random,0.2,20,0.2,20,72.8459,0.4152,53.12853888075259,129.0625
1,100,0.1,1,greedy,0.2,20,0.2,20,61.9013,0.3179,43.339264312682154,361.65625
1,100,0.1,1,linear_approx,0.2,20,0.2,20,63.5302,0.3389,44.825607692889314,1463.765625
1,100,0.1,1,random,0.2,20,0.1,10,69.5975,0.404,50.599533410781376,129.09375
1,100,0.1,1,greedy,0.2,20,0.1,10,67.6769,0.3372,46.844217214419345,369.609375
1,100,0.1,1,linear_approx,0.2,20,0.1,10,64.7035,0.3212,43.64298920073629,1461.578125
1,100,0.1,1,random,0.0,0,0.8,80,67.8422,0.3874,49.60249672120884,127.640625
1,100,0.1,1,greedy,0.0,0,0.8,80,66.6656,0.34,46.95172332315998,359.328125
1,100,0.1,1,linear_approx,0.0,0,0.8,80,67.7775,0.3294,46.984390300444325,1442.109375
1,100,0.1,1,random,0.0,0,0.4,40,70.1491,0.4023,51.19092076695061,128.59375
1,100,0.1,1,greedy,0.0,0,0.4,40,66.7274,0.3418,46.472933346309865,362.3125
1,100,0.1,1,linear_approx,0.0,0,0.4,40,66.406,0.3244,45.02685413031798,1448.703125
1,100,0.1,1,random,0.0,0,0.2,20,71.7349,0.3836,50.0517769478727,129.0625
1,100,0.1,1,greedy,0.0,0,0.2,20,63.298,0.31,43.10482748872035,368.09375
1,100,0.1,1,linear_approx,0.0,0,0.2,20,64.8533,0.3236,44.76077580464666,1469.828125
1,100,0.1,1,random,0.0,0,0.1,10,67.4842,0.4018,49.328789705529445,128.859375
1,100,0.1,1,greedy,0.0,0,0.1,10,65.2924,0.3454,45.27641053952378,369.90625
1,100,0.1,1,linear_approx,0.0,0,0.1,10,63.9265,0.3157,43.49507340793927,1399.171875
