seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
3,100,0.1,1,random,1.0,100,0.0,0,50.9962,0.4409,39.737936642327895,91.453125
3,100,0.1,1,greedy,1.0,100,0.0,0,44.6475,0.3405,34.655426563989714,215.828125
3,100,0.1,1,linear_approx,1.0,100,0.0,0,45.104,0.3524,34.81138267222657,872.015625
3,100,0.2,2,random,1.0,100,0.0,0,46.2982,0.3635,35.92417457570922,88.828125
3,100,0.2,2,greedy,1.0,100,0.0,0,43.1076,0.3066,32.571896930108615,326.046875
3,100,0.2,2,linear_approx,1.0,100,0.0,0,44.3871,0.3159,33.83185604802445,923.265625
3,100,0.4,5,random,1.0,100,0.0,0,43.9962,0.3229,33.862683491616465,95.4375
3,100,0.4,5,greedy,1.0,100,0.0,0,41.4165,0.2763,30.24072891235771,605.6875
3,100,0.4,5,linear_approx,1.0,100,0.0,0,41.0561,0.2731,29.86121467820566,2232.78125
3,100,0.8,11,random,1.0,100,0.0,0,41.5767,0.2835,30.80831172499497,99.828125
3,100,0.8,11,greedy,1.0,100,0.0,0,40.2367,0.2583,29.37708049598381,934.6875
3,100,0.8,11,linear_approx,1.0,100,0.0,0,39.5535,0.2556,28.858294284190883,1009.578125
3,100,0.1,1,random,0.8,80,0.2,20,45.5778,0.3835,35.95289239694221,102.859375
3,100,0.1,1,greedy,0.8,80,0.2,20,42.1564,0.2892,30.954582764837944,240.15625
3,100,0.1,1,linear_approx,0.8,80,0.2,20,42.911,0.3001,32.28221865800351,960.625
3,100,0.1,1,random,0.8,80,0.1,10,45.5183,0.3399,33.38578284902745,99.015625
3,100,0.1,1,greedy,0.8,80,0.1,10,42.4311,0.2822,31.34575410331472,239.5
3,100,0.1,1,linear_approx,0.8,80,0.1,10,42.2662,0.2854,31.235225195323963,968.265625
3,100,0.1,1,random,0.4,40,0.4,40,46.6628,0.3595,35.98159181543438,100.15625
3,100,0.1,1,greedy,0.4,40,0.4,40,40.1138,0.2669,29.756941660808558,242.203125
3,100,0.1,1,linear_approx,0.4,40,0.4,40,41.8206,0.2963,31.191458978687418,975.609375
3,100,0.1,1,random,0.4,40,0.2,20,51.0813,0.4243,39.48132086990628,99.5625
3,100,0.1,1,greedy,0.4,40,0.2,20,40.544,0.3019,30.83603273074433,243.890625
3,100,0.1,1,linear_approx,0.4,40,0.2,20,43.5765,0.3115,33.11131130076411,965.9375
3,100,0.1,1,random,0.4,40,0.1,10,47.9763,0.39,36.910391398671244,100.5625
3,100,0.1,1,greedy,0.4,40,0.1,10,42.7077,0.3007,32.53228100297458,250.421875
3,100,0.1,1,linear_approx,0.4,40,0.1,10,37.9615,0.2485,27.22545138246306,981.59375
3,100,0.1,1,random,0.2,20,0.8,80,45.1172,0.3346,34.10350667322741,98.1875
3,100,0.1,1,greedy,0.2,20,0.8,80,39.6317,0.292,29.610422680833153,239.703125
3,100,0.1,1,linear_approx,0.2,20,0.8,80,41.6534,0.3115,31.88677176532512,965.6875
3,100,0.1,1,random,0.2,20,0.4,40,48.4593,0.3554,35.47445564521586,99.171875
3,100,0.1,1,greedy,0.2,20,0.4,40,39.2263,0.2844,29.156598156615413,245.3125
3,100,0.1,1,linear_approx,0.2,20,0.4,40,40.4385,0.3136,30.651388648389382,971.1875
3,100,0.1,1,random,0.2,20,0.2,20,47.7855,0.3596,36.01897050746747,98.828125
3,100,0.1,1,greedy,0.2,20,0.2,20,41.4145,0.2823,30.379365425166775,250.875
3,100,0.1,1,linear_approx,0.2,20,0.2,20,43.4582,0.3329,32.929210668452924,985.890625
3,100,0.1,1,random,0.2,20,0.1,10,44.3751,0.3459,33.972175654236686,98.46875
3,100,0.1,1,greedy,0.2,20,0.1,10,40.0116,0.2915,30.434055418939284,254.109375
3,100,0.1,1,linear_approx,0.2,20,0.1,10,43.4777,0.3065,32.43649767372743,1000.75
3,100,0.1,1,random,0.0,0,0.8,80,43.366,0.3559,32.74899619878368,98.5
3,100,0.1,1,greedy,0.0,0,0.8,80,42.3647,0.2972,31.342634281094192,241.5625
3,100,0.1,1,linear_approx,0.0,0,0.8,80,49.1989,0.3369,36.96797913556045,966.6875
3,100,0.1,1,random,0.0,0,0.4,40,43.1015,0.3395,32.97415453763297,98.453125
3,100,0.1,1,greedy,0.0,0,0.4,40,42.6393,0.2848,31.462012947077504,246.046875
3,100,0.1,1,linear_approx,0.0,0,0.4,40,44.1377,0.2867,32.25520226408664,976.796875
3,100,0.1,1,random,0.0,0,0.2,20,41.7899,0.3379,31.843800801288104,98.578125
3,100,0.1,1,greedy,0.0,0,0.2,20,40.9026,0.2706,30.203842933403706,244.671875
3,100,0.1,1,linear_approx,0.0,0,0.2,20,40.1025,0.291,29.92285079382658,983.6875
3,100,0.1,1,random,0.0,0,0.1,10,42.0535,0.3271,32.59924463704349,98.90625
3,100,0.1,1,greedy,0.0,0,0.1,10,39.3704,0.2958,30.112343605912425,253.90625
3,100,0.1,1,linear_approx,0.0,0,0.1,10,39.9484,0.2433,28.76547868764065,1007.140625
