seed,total_train_units,sel_ratio,sel_sensor_num,method,initial_units_nums_ratio,initial_units_nums,update_period_ratio,update_period,rmse_test,mape_test,mae_test,time(s)
5,100,0.1,1,random,1.0,100,0.0,0,48.044,0.3993,37.15191087858444,98.34375
5,100,0.1,1,greedy,1.0,100,0.0,0,37.5831,0.2763,28.720129319532816,228.0
5,100,0.1,1,linear_approx,1.0,100,0.0,0,38.9334,0.2742,29.004730686251,903.859375
5,100,0.2,2,random,1.0,100,0.0,0,44.5224,0.3564,34.031116378453895,96.171875
5,100,0.2,2,greedy,1.0,100,0.0,0,37.0261,0.2555,27.52734851282974,344.5
5,100,0.2,2,linear_approx,1.0,100,0.0,0,37.618,0.2616,28.03802117570655,954.515625
5,100,0.4,5,random,1.0,100,0.0,0,39.5093,0.2922,30.2596933560364,91.6875
5,100,0.4,5,greedy,1.0,100,0.0,0,35.7437,0.2387,26.231512898459023,612.453125
5,100,0.4,5,linear_approx,1.0,100,0.0,0,36.2205,0.2424,26.68996601991039,2370.0625
5,100,0.8,11,random,1.0,100,0.0,0,37.4653,0.2589,27.903626248316087,97.0625
5,100,0.8,11,greedy,1.0,100,0.0,0,35.8841,0.2325,26.043848584321516,1017.75
5,100,0.8,11,linear_approx,1.0,100,0.0,0,35.8129,0.2365,26.17045587752201,1171.328125
5,100,0.1,1,random,0.8,80,0.2,20,48.7673,0.4124,38.03758242394139,99.484375
5,100,0.1,1,greedy,0.8,80,0.2,20,41.8838,0.2977,31.64831068053001,240.78125
5,100,0.1,1,linear_approx,0.8,80,0.2,20,37.8926,0.2889,28.918908053337123,962.59375
5,100,0.1,1,random,0.8,80,0.1,10,48.3884,0.3994,37.630711362765204,98.546875
5,100,0.1,1,greedy,0.8,80,0.1,10,47.9589,0.3296,36.089054504965276,238.546875
5,100,0.1,1,linear_approx,0.8,80,0.1,10,44.973,0.3444,33.71042345548564,966.46875
5,100,0.1,1,random,0.4,40,0.4,40,48.6451,0.4001,37.37022802085295,100.703125
5,100,0.1,1,greedy,0.4,40,0.4,40,44.4493,0.3108,33.513591151886054,237.515625
5,100,0.1,1,linear_approx,0.4,40,0.4,40,41.3432,0.2951,31.460281992892515,968.453125
5,100,0.1,1,random,0.4,40,0.2,20,47.6777,0.3798,36.30125984899809,101.40625
5,100,0.1,1,greedy,0.4,40,0.2,20,44.3598,0.3012,32.85091455570195,242.453125
5,100,0.1,1,linear_approx,0.4,40,0.2,20,41.2746,0.2797,30.93098641226028,968.78125
5,100,0.1,1,random,0.4,40,0.1,10,47.4571,0.3949,36.77060867973795,100.03125
5,100,0.1,1,greedy,0.4,40,0.1,10,45.6636,0.3177,33.93055663835803,245.953125
5,100,0.1,1,linear_approx,0.4,40,0.1,10,42.7458,0.2885,31.598823695328292,976.125
5,100,0.1,1,random,0.2,20,0.8,80,44.4966,0.3509,34.420857003150196,97.859375
5,100,0.1,1,greedy,0.2,20,0.8,80,42.8526,0.2716,31.117793738027075,238.0
5,100,0.1,1,linear_approx,0.2,20,0.8,80,42.9804,0.2733,30.91818484832437,963.8125
5,100,0.1,1,random,0.2,20,0.4,40,43.8533,0.3775,33.06561221569958,99.6875
5,100,0.1,1,greedy,0.2,20,0.4,40,44.1456,0.2941,32.11869591663611,239.890625
5,100,0.1,1,linear_approx,0.2,20,0.4,40,41.175,0.2696,29.75992837006828,978.21875
5,100,0.1,1,random,0.2,20,0.2,20,47.5871,0.3684,35.863194991987136,99.796875
5,100,0.1,1,greedy,0.2,20,0.2,20,43.0105,0.3009,31.949112106797568,241.625
5,100,0.1,1,linear_approx,0.2,20,0.2,20,43.2584,0.2756,31.346405679547377,985.609375
5,100,0.1,1,random,0.2,20,0.1,10,43.8538,0.3164,32.52655713540798,101.0
5,100,0.1,1,greedy,0.2,20,0.1,10,42.4014,0.2832,31.530989971022887,246.34375
5,100,0.1,1,linear_approx,0.2,20,0.1,10,40.6768,0.2723,29.57029275836459,982.515625
5,100,0.1,1,random,0.0,0,0.8,80,42.9639,0.3401,32.788052241745824,101.09375
5,100,0.1,1,greedy,0.0,0,0.8,80,42.3117,0.2742,30.96228583476458,244.0
5,100,0.1,1,linear_approx,0.0,0,0.8,80,39.6837,0.2808,30.033025728120787,966.515625
5,100,0.1,1,random,0.0,0,0.4,40,46.7039,0.3614,35.07441454678543,100.1875
5,100,0.1,1,greedy,0.0,0,0.4,40,44.8341,0.282,33.12774573853706,240.84375
5,100,0.1,1,linear_approx,0.0,0,0.4,40,43.7927,0.2697,31.49556194637053,970.25
5,100,0.1,1,random,0.0,0,0.2,20,45.9929,0.3475,34.92749197743877,100.96875
5,100,0.1,1,greedy,0.0,0,0.2,20,43.5929,0.2959,32.72041716211147,239.15625
5,100,0.1,1,linear_approx,0.0,0,0.2,20,41.8383,0.3016,31.129716446176058,984.671875
5,100,0.1,1,random,0.0,0,0.1,10,43.252,0.3186,31.9347663427684,101.59375
5,100,0.1,1,greedy,0.0,0,0.1,10,42.3315,0.2804,30.458897701082506,247.109375
5,100,0.1,1,linear_approx,0.0,0,0.1,10,44.2939,0.3003,32.95300865747764,958.375
